형태소,품사,분류,카운트,상대빈도,시각화용,,,
장수,Noun,교촌 전,1,,장수 ,,,
장악,Noun,교촌 전,1,,장악 ,,,
장악,Noun,교촌 전,1,,장악 ,,,
장악,Noun,교촌 전,1,,장악 ,,,
장악,Noun,교촌 전,1,,장악 ,,,
장애,Noun,교촌 전,1,,장애 ,,,
장애,Noun,교촌 전,1,,장애 ,,,
장애,Noun,교촌 전,1,,장애 ,,,
장애,Noun,교촌 전,1,,장애 ,,,
장애,Noun,교촌 전,1,,장애 ,,,
장애,Noun,교촌 전,1,,장애 ,,,
장애,Noun,교촌 전,1,,장애 ,,,
장애,Noun,교촌 전,1,,장애 ,,,
장애자,Noun,교촌 전,1,,장애자 ,,,
장애자,Noun,교촌 전,1,,장애자 ,,,
장이,Suffix,교촌 전,1,,장이 ,,,
장이,Suffix,교촌 전,1,,장이 ,,,
장이,Suffix,교촌 전,1,,장이 ,,,
장이,Suffix,교촌 전,1,,장이 ,,,
장임,Noun,교촌 전,2,,장임 장임 ,,,
장임,Noun,교촌 전,2,,장임 장임 ,,,
장자연,Noun,교촌 전,1,,장자연 ,,,
장자연,Noun,교촌 전,1,,장자연 ,,,
장장,Modifier,교촌 전,1,,장장 ,,,
장점,Noun,교촌 전,1,,장점 ,,,
장점,Noun,교촌 전,1,,장점 ,,,
장주,Noun,교촌 전,1,,장주 ,,,
장주,Noun,교촌 전,1,,장주 ,,,
장주영,Noun,교촌 전,1,,장주영 ,,,
장철,Noun,교촌 전,2,,장철 장철 ,,,
장태산,Noun,교촌 전,1,,장태산 ,,,
장통,Noun,교촌 전,1,,장통 ,,,
장통,Noun,교촌 전,1,,장통 ,,,
장판,Noun,교촌 전,2,,장판 장판 ,,,
장한나,Noun,교촌 전,1,,장한나 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재,Noun,교촌 전,1,,재 ,,,
재계약,Noun,교촌 전,1,,재계약 ,,,
재계약,Noun,교촌 전,1,,재계약 ,,,
재료,Noun,교촌 전,2,,재료 재료 ,,,
재료,Noun,교촌 전,1,,재료 ,,,
재료,Noun,교촌 전,1,,재료 ,,,
재료,Noun,교촌 전,1,,재료 ,,,
재료,Noun,교촌 전,1,,재료 ,,,
재료,Noun,교촌 전,1,,재료 ,,,
재료,Noun,교촌 전,1,,재료 ,,,
재료,Noun,교촌 전,1,,재료 ,,,
재료,Noun,교촌 전,2,,재료 재료 ,,,
재료,Noun,교촌 전,1,,재료 ,,,
재미,Noun,교촌 전,1,,재미 ,,,
재미,Noun,교촌 전,1,,재미 ,,,
재미있는,Adjective,교촌 전,1,,재미있는 ,,,
재미있는,Adjective,교촌 전,1,,재미있는 ,,,
재밋,Noun,교촌 전,1,,재밋 ,,,
재밋,Noun,교촌 전,1,,재밋 ,,,
재밋는,Noun,교촌 전,1,,재밋는 ,,,
재밋는,Noun,교촌 전,1,,재밋는 ,,,
재밋음,Noun,교촌 전,1,,재밋음 ,,,
재밋음,Noun,교촌 전,1,,재밋음 ,,,
재밌게,Adjective,교촌 전,1,,재밌게 ,,,
재밌게,Adjective,교촌 전,1,,재밌게 ,,,
재밌게,Adjective,교촌 전,1,,재밌게 ,,,
재밌게,Adjective,교촌 전,1,,재밌게 ,,,
재밌게,Adjective,교촌 전,1,,재밌게 ,,,
재밌게,Adjective,교촌 전,1,,재밌게 ,,,
재밌게,Adjective,교촌 전,1,,재밌게 ,,,
재밌게,Adjective,교촌 전,1,,재밌게 ,,,
재밌게,Adjective,교촌 전,1,,재밌게 ,,,
재밌게,Adjective,교촌 전,1,,재밌게 ,,,
재밌게,Adjective,교촌 전,1,,재밌게 ,,,
재밌게,Adjective,교촌 전,1,,재밌게 ,,,
재밌고,Adjective,교촌 전,1,,재밌고 ,,,
재밌고,Adjective,교촌 전,1,,재밌고 ,,,
재밌네,Adjective,교촌 전,1,,재밌네 ,,,
재밌네,Adjective,교촌 전,1,,재밌네 ,,,
재밌네여,Adjective,교촌 전,1,,재밌네여 ,,,
재밌네여,Adjective,교촌 전,1,,재밌네여 ,,,
재밌는,Adjective,교촌 전,1,,재밌는 ,,,
재밌는,Adjective,교촌 전,1,,재밌는 ,,,
재밌는,Adjective,교촌 전,1,,재밌는 ,,,
재밌는,Adjective,교촌 전,1,,재밌는 ,,,
재밌어요,Adjective,교촌 전,1,,재밌어요 ,,,
재밌어요,Adjective,교촌 전,1,,재밌어요 ,,,
재벌,Noun,교촌 전,1,,재벌 ,,,
재벌,Noun,교촌 전,1,,재벌 ,,,
재산,Noun,교촌 전,1,,재산 ,,,
재산,Noun,교촌 전,2,,재산 재산 ,,,
재산,Noun,교촌 전,2,,재산 재산 ,,,
재산,Noun,교촌 전,1,,재산 ,,,
재수없다,Adjective,교촌 전,1,,재수없다 ,,,
재수없다,Adjective,교촌 전,1,,재수없다 ,,,
재원,Noun,교촌 전,1,,재원 ,,,
재일,Noun,교촌 전,1,,재일 ,,,
재일,Noun,교촌 전,1,,재일 ,,,
재채기,Noun,교촌 전,1,,재채기 ,,,
재채기,Noun,교촌 전,1,,재채기 ,,,
재혁,Noun,교촌 전,1,,재혁 ,,,
재형,Noun,교촌 전,1,,재형 ,,,
재활용,Noun,교촌 전,1,,재활용 ,,,
재활용,Noun,교촌 전,1,,재활용 ,,,
잰,Verb,교촌 전,1,,잰 ,,,
잰,Verb,교촌 전,1,,잰 ,,,
잼,Noun,교촌 전,1,,잼 ,,,
잼,Noun,교촌 전,1,,잼 ,,,
잼,Noun,교촌 전,1,,잼 ,,,
잼횽,Noun,교촌 전,1,,잼횽 ,,,
쟁,Noun,교촌 전,1,,쟁 ,,,
쟁반,Noun,교촌 전,1,,쟁반 ,,,
쟁반,Noun,교촌 전,1,,쟁반 ,,,
쟁이,Suffix,교촌 전,1,,쟁이 ,,,
쟈쥐,Noun,교촌 전,1,,쟈쥐 ,,,
쟈쥐,Noun,교촌 전,1,,쟈쥐 ,,,
쟌,Noun,교촌 전,1,,쟌 ,,,
쟤,Noun,교촌 전,1,,쟤 ,,,
쟤,Noun,교촌 전,1,,쟤 ,,,
쟤,Noun,교촌 전,1,,쟤 ,,,
쟤,Noun,교촌 전,1,,쟤 ,,,
쟤,Noun,교촌 전,1,,쟤 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,2,,저 저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,2,,저 저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Determiner,교촌 전,1,,저 ,,,
저,Modifier,교촌 전,1,,저 ,,,
저,Modifier,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,2,,저 저 ,,,
저,Noun,교촌 전,2,,저 저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,2,,저 저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,2,,저 저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,2,,저 저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,2,,저 저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,2,,저 저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,2,,저 저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,2,,저 저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,2,,저 저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,2,,저 저 ,,,
저,Noun,교촌 전,2,,저 저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,2,,저 저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,2,,저 저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,2,,저 저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,2,,저 저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저,Noun,교촌 전,2,,저 저 ,,,
저,Noun,교촌 전,2,,저 저 ,,,
저,Noun,교촌 전,1,,저 ,,,
저가,Noun,교촌 전,1,,저가 ,,,
저가,Noun,교촌 전,1,,저가 ,,,
저건,Noun,교촌 전,1,,저건 ,,,
저건,Noun,교촌 전,1,,저건 ,,,
저건,Noun,교촌 전,1,,저건 ,,,
저건,Noun,교촌 전,1,,저건 ,,,
저건,Noun,교촌 전,1,,저건 ,,,
저건,Noun,교촌 전,1,,저건 ,,,
저건,Noun,교촌 전,1,,저건 ,,,
저건,Noun,교촌 전,1,,저건 ,,,
저건,Noun,교촌 전,1,,저건 ,,,
저건,Noun,교촌 전,1,,저건 ,,,
저건,Noun,교촌 전,1,,저건 ,,,
저건,Noun,교촌 전,1,,저건 ,,,
저걸,Noun,교촌 전,1,,저걸 ,,,
저걸,Noun,교촌 전,1,,저걸 ,,,
저걸,Noun,교촌 전,1,,저걸 ,,,
저걸,Noun,교촌 전,1,,저걸 ,,,
저격,Noun,교촌 전,1,,저격 ,,,
저격,Noun,교촌 전,1,,저격 ,,,
저격수,Noun,교촌 전,1,,저격수 ,,,
저급,Noun,교촌 전,1,,저급 ,,,
저급,Noun,교촌 전,1,,저급 ,,,
저급하게,Adjective,교촌 전,1,,저급하게 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저기,Noun,교촌 전,1,,저기 ,,,
저녁,Noun,교촌 전,2,,저녁 저녁 ,,,
저녁,Noun,교촌 전,1,,저녁 ,,,
저녁,Noun,교촌 전,1,,저녁 ,,,
저녁,Noun,교촌 전,2,,저녁 저녁 ,,,
저딴,Modifier,교촌 전,1,,저딴 ,,,
저딴,Modifier,교촌 전,1,,저딴 ,,,
저딴,Noun,교촌 전,1,,저딴 ,,,
저딴,Noun,교촌 전,1,,저딴 ,,,
저딴,Noun,교촌 전,1,,저딴 ,,,
저딴,Noun,교촌 전,1,,저딴 ,,,
저딴,Noun,교촌 전,2,,저딴 저딴 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래,Adjective,교촌 전,2,,저래 저래 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래,Adjective,교촌 전,1,,저래 ,,,
저래도,Adjective,교촌 전,1,,저래도 ,,,
저래도,Adjective,교촌 전,1,,저래도 ,,,
저래도,Adjective,교촌 전,1,,저래도 ,,,
저래도,Adjective,교촌 전,1,,저래도 ,,,
저래도,Adjective,교촌 전,1,,저래도 ,,,
저래도,Adjective,교촌 전,1,,저래도 ,,,
저랬는지에,Adjective,교촌 전,1,,저랬는지에 ,,,
저랬는지에,Adjective,교촌 전,1,,저랬는지에 ,,,
저랬어,Adjective,교촌 전,1,,저랬어 ,,,
저랬어,Adjective,교촌 전,1,,저랬어 ,,,
저러,Verb,교촌 전,1,,저러 ,,,
저러,Verb,교촌 전,1,,저러 ,,,
저러고싶을까,Verb,교촌 전,1,,저러고싶을까 ,,,
저러고싶을까,Verb,교촌 전,1,,저러고싶을까 ,,,
저러고있어,Verb,교촌 전,1,,저러고있어 ,,,
저러고있어,Verb,교촌 전,1,,저러고있어 ,,,
저러고있어요,Verb,교촌 전,1,,저러고있어요 ,,,
저러고있어요,Verb,교촌 전,1,,저러고있어요 ,,,
저러나,Verb,교촌 전,1,,저러나 ,,,
저러나,Verb,교촌 전,1,,저러나 ,,,
저러냐,Verb,교촌 전,1,,저러냐 ,,,
저러냐,Verb,교촌 전,1,,저러냐 ,,,
저러냐,Verb,교촌 전,1,,저러냐 ,,,
저러냐,Verb,교촌 전,1,,저러냐 ,,,
저러냐,Verb,교촌 전,1,,저러냐 ,,,
저러냐,Verb,교촌 전,1,,저러냐 ,,,
저러는,Verb,교촌 전,1,,저러는 ,,,
저러는,Verb,교촌 전,1,,저러는 ,,,
저러는,Verb,교촌 전,1,,저러는 ,,,
저러는,Verb,교촌 전,1,,저러는 ,,,
저러는,Verb,교촌 전,1,,저러는 ,,,
저러는,Verb,교촌 전,1,,저러는 ,,,
저러는,Verb,교촌 전,1,,저러는 ,,,
저러는,Verb,교촌 전,1,,저러는 ,,,
저러는,Verb,교촌 전,1,,저러는 ,,,
저러는,Verb,교촌 전,1,,저러는 ,,,
저러는,Verb,교촌 전,1,,저러는 ,,,
저러는,Verb,교촌 전,1,,저러는 ,,,
저러는거,Verb,교촌 전,1,,저러는거 ,,,
저러는거,Verb,교촌 전,1,,저러는거 ,,,
저러는거,Verb,교촌 전,1,,저러는거 ,,,
저러는거,Verb,교촌 전,1,,저러는거 ,,,
저러는거,Verb,교촌 전,1,,저러는거 ,,,
저러는거,Verb,교촌 전,1,,저러는거 ,,,
저러는거,Verb,교촌 전,1,,저러는거 ,,,
저러는거,Verb,교촌 전,1,,저러는거 ,,,
저러는거,Verb,교촌 전,1,,저러는거 ,,,
저러는거,Verb,교촌 전,1,,저러는거 ,,,
저러는거,Verb,교촌 전,1,,저러는거 ,,,
